id,url,title,price,price_numeric,location,listing_area_m2,listing_zone,listing_type,cost_per_sqm,lat,lng,road_distance_m,road_type,slope_pct,slope_class,district,municipality,parcel_number,sheet,plan,block,parcel_area_m2,planning_zone,planning_zone_desc,substation_el,substation_en,substation_id,hosting_capacity_mw,res_total_mw,available_capacity_mw
5735162,https://www.bazaraki.com/adv/5735162_residential-land-560-m2/?p=49,Residential Field 560 m²,€320.000,320000,"Nicosia, Nicosia - Lykabittos",560,,Residential,571.43,35.1681126,33.382352,49,residential,4.5,flat,LEFKOSIA,"LEFKOSIA, LEFKOSIA",387,21,47E2,5,164052,Αα6,"ΔΗΜΟΣΙΕΣ ΧΡΗΣΕΙΣ (Εκπαίδευση, Γραφεία Δημ. Τομ., Στάδια κ.ο.κ)",ΕΠΑΡΧΙΑΚΟ ΓΡΑΦΕΙΟ,DISTRICT OFFICE 132kV,DOFF,84.78,4.73935,80.04065
6143907,https://www.bazaraki.com/adv/6143907_residential-field-13713-m2/?p=88,Residential Field 13713 m²,€1.500.000,1500000,"Limassol, Pyrgos Lemesou",13713,H5,Residential,109.39,34.73337591890882,33.1749073733906,8,tertiary,9.8,moderate,LEMESOS,PYRGOS LEMESOU,1550,54,31,0,3982,Η5,ΚΑΤΟΙΚΙΑ,ΜΟΝΗ,ΜΟΝΙ,MONI,46.610694,46.610694,0
5833028,https://www.bazaraki.com/adv/5833028_residential-land-518-m2/?p=38,Residential land 518 m²,€110.000,110000,"Famagusta, Paralimni",518,Κα6,Residential,212.36,35.028448039581,33.97879002815601,45,residential,2.2,flat,AMMOCHOSTOS,"PARALIMNI - DERYNEIA,PARALIMNI",179,0,2-289-377,2,2172,Κα6,ΖΩΝΗ ΜΕ ΕΠΙΚΡΑΤΟΥΣΑ ΧΡΗΣΗ ΤΗΝ ΚΑΤΟΙΚΙΑ,ΣΩΤΗΡΑ,SOTIRA,SOTE,46.64,40.470905,6.169095
6139331,https://www.bazaraki.com/adv/6139331_industrial-plot-13000-m2/?p=28,Industrial Plot 13000 m²,€1.200.000,1200000,"Nicosia, Dali",13000,Βγ2,Industrial,92.31,35.08317205850946,33.42587721049004,460,tertiary,5.8,moderate,LEFKOSIA,"LATSIA - GERI, GERI",516,31,25W2,8,135468,Γγ1,ΚΤΗΝΟΤΡΟΦΙΚΗ ΖΩΝΗ,ΛΑΤΣΙΑ,LATSIA,LATS,73.836782,73.836782,0
6109537,https://www.bazaraki.com/adv/6109537_share-agricultural-land-8813-m2/?p=18,(Share) Agricultural Field 8813 m²,€18.000,18000,"Famagusta, Protaras",8813,,Agricultural,2.04,35.00169476179643,34.02941459252523,183,residential,7.7,moderate,AMMOCHOSTOS,"PARALIMNI - DERYNEIA,PARALIMNI",369,0,2-293-375,19,8813,Δα1,ΖΩΝΗ ΠΡΟΣΤΑΣΙΑΣ,ΠΡΩΤΑΡΑΣ,PROTARAS,PROT,67.43,11.333014,56.096986
6068124,https://www.bazaraki.com/adv/6068124_residential-land-1505-m2/?p=77,Residential Plot 1505 m²,€77.000,77000,"Paphos, Polemi",1505,Η2,Residential,51.16,34.8857342,32.5076477,2,residential,1.6,flat,PAFOS,POLEMI,,,,,,Η1,ΚΑΤΟΙΚΙΑ,ΣΤΡΟΥΜΠΙ,STROUMBI,STRU,18.824508,18.824508,0
5802808,https://www.bazaraki.com/adv/5802808_agricultural-land-4348-m2/?p=23,Agricultural Field 4348 m²,€45.000,45000,"Larnaca, Lefkara Pano",4348,Γα4,Agricultural,10.35,34.897991,33.338699,399,secondary,55.4,steep,LARNAKA,"LEFKARA, PANO LEFKARA",492,49,05,0,62306,Δα2,"ΖΩΝΗ ΠΡΟΣΤΑΣΙΑΣ (Ελεύθεροι Χώροι πρασίνου, πάρκα κτλ)",ΑΛΑΜΠΡΑ,ALAMBRA,ALAM,52.664205,52.664205,0
5915486,https://www.bazaraki.com/adv/5915486_residential-land-2490-m2/?p=66,Residential Field 2490 m²,€500.000,500000,"Limassol, Pyrgos Lemesou",2490,,Residential,200.8,34.7200136,33.1752392,39,residential,12.0,moderate,LEMESOS,PYRGOS LEMESOU,662,54,39,0,6057,Κα11,ΠΕΡΙΟΧΕΣ ΜΕ ΕΠΙΚΡΑΤΟΥΣΑ ΧΡΗΣΗ ΤΗΝ ΚΑΤΟΙΚΙΑ,ΜΟΝΗ,ΜΟΝΙ,MONI,46.610694,46.610694,0
6089057,https://www.bazaraki.com/adv/6089057_residential-land-18418-m2/?p=85,Residential land 18418 m²,€1.500.000,1500000,"Limassol, Palodeia",18418,,Residential,81.44,34.749021,33.013416,22,residential,9.4,moderate,LEMESOS,PALODEIA,886,54,17,0,17701,Η6,ΚΑΤΟΙΚΙΑ,ΑΓΙΑ ΦΥΛΑ,AY.PHYLA,AYPH,66.32,22.600093,43.719907
5683697,https://www.bazaraki.com/adv/5683697_commercial-land-1330-m2/?p=54,,,,,1330,,Commercial,,35.13077207692164,33.33972155191384,24,residential,0.9,flat,LEFKOSIA,STROVOLOS,2667,30,05E2,8,547,Κα6,ΠΕΡΙΟΧΕΣ ΜΕ ΕΠΙΚΡΑΤΟΥΣΑ ΧΡΗΣΗ ΤΗΝ ΚΑΤΟΙΚΙΑ,ΣΤΡΟΒΟΛΟΣ,STROVOLOS,STRO,70.55,28.442961,42.107039
5426372,https://www.bazaraki.com/adv/5426372_residential-land-374-m2/?p=63,Residential land 374 m²,€460.000,460000,"Limassol, Limassol - Mesa Geitonia",374,,Residential,1229.95,34.70513553332869,33.04315273940301,28,residential,0.4,flat,LEMESOS,"LEMESOS, MESA GEITONIA",,,,,,Κα6,ΠΕΡΙΟΧΕΣ ΜΕ ΕΠΙΚΡΑΤΟΥΣΑ ΧΡΗΣΗ ΤΗΝ ΚΑΤΟΙΚΙΑ,ΑΓΙΟΣ ΑΘΑΝΑΣΙΟΣ,AYIOS ATHANASIOS,ATHN,49.79,17.281313,32.508687
6291397,https://www.bazaraki.com/adv/6291397_residential-plot-900-m2/?p=42,Residential Plot 900 m²,€526.000,526000,"Nicosia, Nicosia - Panagia",900,Ka6,Residential,584.44,35.16887157293559,33.39537861689192,33,residential,4.0,flat,LEFKOSIA,"LEFKOSIA, LEFKOSIA",2238,21,47E2,5,909,Κα6,ΠΕΡΙΟΧΕΣ ΜΕ ΕΠΙΚΡΑΤΟΥΣΑ ΧΡΗΣΗ ΤΗΝ ΚΑΤΟΙΚΙΑ,ΠΑΠΑΚΩΣΤΑΣ,PAPACOSTAS,PAPA,69.28,13.902849,55.377151
5354603,https://www.bazaraki.com/adv/5354603_residential-land-536-m2/?p=26,Residential Plot 536 m²,€340.000,340000,"Nicosia, Egkomi - Parissinos",536,,Residential,634.33,35.160457,33.331078,24,residential,2.2,flat,LEFKOSIA,"LEFKOSIA, EGKOMI",5081,21,53E1,4,560,Κα6,ΠΕΡΙΟΧΕΣ ΜΕ ΕΠΙΚΡΑΤΟΥΣΑ ΧΡΗΣΗ ΤΗΝ ΚΑΤΟΙΚΙΑ,ΙΕΡΑΤΙΚΗ ΣΧΟΛΗ,SEMINARY,SEMI,78.1,25.825962,52.274038
5657556,https://www.bazaraki.com/adv/5657556_residential-land-520-m2/?p=109,Residential Plot 520 m²,€65.100,65100,"Larnaca, Mosfiloti",520,H4,Residential,125.19,34.94864613737687,33.43264190219907,27,residential,13.9,moderate,LARNAKA,MOSFILOTI,61,0,2-239-368,3,525,Η4,ΠΕΡΙΟΧΕΣ ΜΕ ΕΠΙΚΡΑΤΟΥΣΑ ΧΡΗΣΗ ΤΗΝ ΚΑΤΟΙΚΙΑ,ΑΛΑΜΠΡΑ,ALAMBRA,ALAM,52.664205,52.664205,0
5899136,https://www.bazaraki.com/adv/5899136_residential-land-2580-m2/?p=104,Residential land 2580 m²,€380.000,380000,"Nicosia, Latsia - Agios Georgios",2580,Ka6,Residential,147.29,35.09092432603018,33.38708346626967,7,residential,0.9,flat,LEFKOSIA,"LATSIA - GERI, LATSIA",,,,,,Κα7,ΠΕΡΙΟΧΕΣ ΜΕ ΕΠΙΚΡΑΤΟΥΣΑ ΧΡΗΣΗ ΤΗΝ ΚΑΤΟΙΚΙΑ,ΛΑΤΣΙΑ,LATSIA,LATS,73.836782,73.836782,0
6308080,https://www.bazaraki.com/adv/6308080_residential-plot-3982-m2/?p=25,Residential Plot 3982 m²,€720.000,720000,"Limassol, Paramytha",3982,Res,Residential,180.81,34.7609539843049,32.99757852393844,26,residential,5.8,moderate,LEMESOS,PARAMYTHA,239,53,16,0,3444,Η4,ΚΑΤΟΙΚΙΑ,ΥΨΩΝΑΣ,YPSONAS,YPSO,15.442737,15.442737,0
6336629,https://www.bazaraki.com/adv/6336629_agricultural-field-1673-m2/?p=2,Agricultural Field 1673 m²,€28.000,28000,"Paphos, Letymvou",1673,Γ3,Agricultural,16.74,34.856678,32.5134516,5,residential,8.2,moderate,PAFOS,LETYMVOU,,,,,,Η1,ΚΑΤΟΙΚΙΑ,ΣΤΡΟΥΜΠΙ,STROUMBI,STRU,18.824508,18.824508,0
5566209,https://www.bazaraki.com/adv/5566209_residential-land-1346-m2/?p=43,Residential land 1346 m²,€795.000,795000,"Limassol, Limassol - Agia Fyla",1346,80%,Residential,590.64,34.71437987210496,33.02468630048651,41,residential,3.6,flat,LEMESOS,"LEMESOS, LEMESOS",3147,54,41,0,1184,Κα6,ΠΕΡΙΟΧΕΣ ΜΕ ΕΠΙΚΡΑΤΟΥΣΑ ΧΡΗΣΗ ΤΗΝ ΚΑΤΟΙΚΙΑ,ΑΓΙΑ ΦΥΛΑ,AY.PHYLA,AYPH,66.32,22.600093,43.719907
6139818,https://www.bazaraki.com/adv/6139818_residential-plot-1421-m2/?p=95,Residential Plot 1421 m²,€600.000,600000,"Limassol, Limassol - Agia Fyla",1421,,Residential,422.24,34.73189,33.014846,187,secondary,6.0,moderate,LEMESOS,"LEMESOS, LEMESOS",359,54,25,0,56593,Γα4,Αγροτικές Ζώνες,ΑΓΙΑ ΦΥΛΑ,AY.PHYLA,AYPH,66.32,22.600093,43.719907
4163420,https://www.bazaraki.com/adv/4163420_residential-land-4130-m2/?p=7,Residential land 4130 m²,€2.000.000,2000000,"Limassol, Limassol - Zakaki",4130,Ka9,Residential,484.26,34.65618299102369,33.00139293724922,37,residential,1.3,flat,LEMESOS,"LEMESOS, LEMESOS",336,58,160302,6,262,Κα5,ΠΕΡΙΟΧΕΣ ΜΕ ΕΠΙΚΡΑΤΟΥΣΑ ΧΡΗΣΗ ΤΗΝ ΚΑΤΟΙΚΙΑ,ΖΑΚΑΚΙ,ZAKAKI,ZAKAKI,40,2.956255,37.043745
6045247,https://www.bazaraki.com/adv/6045247_residential-land-555-m2/?p=44,Residential land 555 m²,€1.080.000,1080000,"Limassol, Limassol - Katholiki",555,,Residential,1945.95,34.67841410315644,33.03621054753361,49,residential,2.2,flat,LEMESOS,"LEMESOS, LEMESOS",2,54,580402,5,20709,Αα10,ΔΗΜΟΣΙΕΣ ΧΡΗΣΕΙΣ,ΠΑΛΑΙΟ ΜΗΧΑΝΟΣΤΑΣΙΟ,OLD POWER STATION,OLPS,72.78,3.503066,69.276934
5976874,https://www.bazaraki.com/adv/5976874_residential-land-4683-m2/?p=89,Residential Field 4683 m²,€295.000,295000,"Nicosia, Agia Varvara Lefkosias",4683,Ka8,Residential,62.99,34.9867228216719,33.36615128972903,16,residential,2.2,flat,LEFKOSIA,AGIA VARVARA,663,39,22,0,4518,Κα8,ΠΕΡΙΟΧΕΣ ΜΕ ΕΠΙΚΡΑΤΟΥΣΑ ΧΡΗΣΗ ΤΗΝ ΚΑΤΟΙΚΙΑ,ΑΛΑΜΠΡΑ,ALAMBRA,ALAM,52.664205,52.664205,0
6089738,https://www.bazaraki.com/adv/6089738_residential-land-16723-m2/?p=84,Residential land 16723 m²,€900.000,900000,"Paphos, Akourdaleia Pano",16723,H2,Residential,53.82,34.94343333730434,32.44667571562789,10,tertiary,5.4,moderate,PAFOS,PANO AKOURDALEIA,,,,,,Η2,ΚΑΤΟΙΚΙΑ,ΠΟΛΙΣ,POLIS,POLI,22.572338,22.572338,0
6194775,https://www.bazaraki.com/adv/6194775_agricultural-field-3011-m2/?p=97,Agricultural Field 3011 m²,€150.000,150000,"Paphos, Pegeia",3011,Γ3,Agricultural,49.82,34.88337,32.3812,1,secondary,17.1,steep,PAFOS,"AKAMAS, PEGEIA",,,,,,Η2,ΚΑΤΟΙΚΙΑ,ΔΡΟΜΟΣ ΑΚΟΥΡΣΟΥ,AKOURSOS ROAD,AKUR,38.07,24.96924,13.10076
6120199,https://www.bazaraki.com/adv/6120199_residential-plot-11205-m2/?p=24,Residential Plot 11205 m²,€580.000,580000,"Larnaca, Pyrga Larnakas",11205,Residential,Residential,51.76,34.92505823724304,33.43864326306974,36,secondary,3.6,flat,LARNAKA,PYRGA LARNAKAS,528,40,49,0,11386,Η3,ΠΕΡΙΟΧΕΣ ΜΕ ΕΠΙΚΡΑΤΟΥΣΑ ΧΡΗΣΗ ΤΗΝ ΚΑΤΟΙΚΙΑ,ΑΛΑΜΠΡΑ,ALAMBRA,ALAM,52.664205,52.664205,0
6235659,https://www.bazaraki.com/adv/6235659_residential-plot-625-m2/?p=106,Residential Plot 625 m²,€179.000,179000,"Nicosia, Lakatameia - Agia Paraskevi",625,Ka8,Residential,286.4,35.0987512382641,33.31969207694542,13,secondary,2.2,flat,LEFKOSIA,"LAKATAMEIA, LAKATAMEIA",495,30,21W2,6,551,Κα8,ΠΕΡΙΟΧΕΣ ΜΕ ΕΠΙΚΡΑΤΟΥΣΑ ΧΡΗΣΗ ΤΗΝ ΚΑΤΟΙΚΙΑ,ΛΑΚΑΤΑΜΙΑ,LAKATAMIA,LAKA,52.651225,52.651225,0
6098241,https://www.bazaraki.com/adv/6098241_agricultural-land-309758-m2/?p=50,Agricultural Field 309758 m²,€7.500,7500,"Famagusta, Paralimni",309758,,Agricultural,0.02,35.033075974533,33.964079438113,,,0.5,flat,AMMOCHOSTOS,"PARALIMNI - DERYNEIA,PARALIMNI",646,0,2-287-378,3,309758,Δα1,ΖΩΝΗ ΠΡΟΣΤΑΣΙΑΣ,ΣΩΤΗΡΑ,SOTIRA,SOTE,46.64,40.470905,6.169095
5753018,https://www.bazaraki.com/adv/5753018_residential-land-600-m2/?p=95,Residential Plot 600 m²,€350.000,350000,"Limassol, Agios Tychon",600,,Residential,583.33,34.7252435,33.1382761,3,residential,6.7,moderate,LEMESOS,AGIOS TYCHON,,,,,,Η2,ΚΑΤΟΙΚΙΑ,ΑΜΑΘΟΥΣ,AMATHUS,AMAT,45.57,5.194365,40.375635
5576820,https://www.bazaraki.com/adv/5576820_commercial-land-4500-m2/?p=52,Commercial Field 5000 m²,€75.000  €95.000,75000,"Larnaca, Tochni",5000,,Commercial,15.0,34.83725,33.348282,199,secondary,18.0,steep,LARNAKA,"LEFKARA, PANO LEFKARA",208,49,38,0,7683,Δα2,"ΖΩΝΗ ΠΡΟΣΤΑΣΙΑΣ (Ελεύθεροι Χώροι πρασίνου, πάρκα κτλ)",ΜΑΡΙ,MARI,MARI,44.24,26.43143,17.80857
6193288,https://www.bazaraki.com/adv/6193288_residential-plot-540-m2/?p=101,Residential Plot 540 m²,€106.000,106000,"Nicosia, Kato Deftera",540,Η3,Residential,196.3,35.09376089475457,33.29145164263861,38,primary,2.2,flat,LEFKOSIA,KATO DEFTERA,332,30,27E1,3,31817,Γ3,ΓΕΩΡΓΙΚΗ ΖΩΝΗ,ΛΑΚΑΤΑΜΙΑ,LAKATAMIA,LAKA,52.651225,52.651225,0
5785535,https://www.bazaraki.com/adv/5785535_residential-land-525-m2/?p=10,Residential Plot 525 m²,€390.000,390000,"Nicosia, Strovolos - Agios Vasileios",525,Κα8,Residential,742.86,35.137299437491,33.325732675896,23,residential,1.8,flat,LEFKOSIA,STROVOLOS,5123,30,05W1,7,546,Κα8,ΠΕΡΙΟΧΕΣ ΜΕ ΕΠΙΚΡΑΤΟΥΣΑ ΧΡΗΣΗ ΤΗΝ ΚΑΤΟΙΚΙΑ,ΣΤΡΟΒΟΛΟΣ,STROVOLOS,STRO,70.55,28.442961,42.107039
6329732,https://www.bazaraki.com/adv/6329732_commercial-plot-673-m2/?p=13,Commercial Plot 673 m²,€600.000,600000,"Paphos, Paphos - Anavargos",673,Εβ,Commercial,891.53,34.796853,32.446707,33,residential,2.7,flat,PAFOS,PAFOS,260,0,1-1490-3520,4,673,Εβ,ΕΜΠΟΡΙΚΕΣ ΚΑΙ ΑΛΛΕΣ ΔΡΑΣΤ. ΕΚΤΟΣ Α.Ε.Κ,ΝΕΑ ΠΑΦΟΣ,NEW PAPHOS,NPAF,86.01,26.161838,59.848162
5608763,https://www.bazaraki.com/adv/5608763_residential-land-588-m2/?p=19,Residential Plot 588 m²,€135.000,135000,"Larnaca, Perivolia Larnakas",588,H2,Residential,229.59,34.82599499317723,33.56543201239302,53,tertiary,1.3,flat,LARNAKA,"DROMOLAXIA - MENEOU, KITI",271,0,2-251-355,2,6690,Ζ1,ΖΩΝΗ ΠΡΟΣΤΑΣΙΑΣ,Ε.Β.ΖΩΝΗ,FREE INDUSTRIAL ZONE,FIZ,58.81713,58.81713,0
5868302,https://www.bazaraki.com/adv/5868302_residential-land-8696-m2/?p=66,Residential Field 8696 m²,€3.000.000,3000000,"Limassol, Ypsonas",8696,Εβ*,Residential,344.99,34.69755158134052,32.96614051899642,8,residential,2.7,flat,LEMESOS,"KOURIO, YPSONAS",1035,53,55,0,619,Κα7,ΠΕΡΙΟΧΕΣ ΜΕ ΕΠΙΚΡΑΤΟΥΣΑ ΧΡΗΣΗ ΤΗΝ ΚΑΤΟΙΚΙΑ,ΠΟΛΕΜΙΔΙΑ,POLEMIDHIA 132kV,POLE,47.82,25.654125,22.165875
5965813,https://www.bazaraki.com/adv/5965813_agricultural-land-1338-m2/?p=11,Agricultural land 1338 m²,€15.000,15000,"Nicosia, Astromeritis",1338,,Agricultural,11.21,35.14113811926517,33.03721350000012,13,residential,3.3,flat,LEFKOSIA,ASTROMERITIS,339,20,1362V01,1,846,Η1,ΚΑΤΟΙΚΙΑ,ΟΡΟΥΝΤΑ,OROUNDA,OROU,64,53.119112,0
5655745,https://www.bazaraki.com/adv/5655745_residential-land-1230-m2/?p=7,Residential land 1230 m²,€525.000,525000,"Limassol, Agios Tychon",1230,,Residential,426.83,34.72943611737741,33.14295655971562,40,residential,12.1,moderate,LEMESOS,AGIOS TYCHON,160,0,2-213-344,8,3595,Η5,ΚΑΤΟΙΚΙΑ,ΑΜΑΘΟΥΣ,AMATHUS,AMAT,45.57,5.194365,40.375635
5455126,https://www.bazaraki.com/adv/5455126_residential-land-3560-m2/?p=66,Residential Plot 3560 m²,€6.300.000,6300000,"Limassol, Limassol - Mesa Geitonia",3560,Κα6,Residential,1769.66,34.70609190659751,33.04640482189004,22,residential,6.3,moderate,LEMESOS,"LEMESOS, MESA GEITONIA",589,54,420603,8,733,Κα6,ΠΕΡΙΟΧΕΣ ΜΕ ΕΠΙΚΡΑΤΟΥΣΑ ΧΡΗΣΗ ΤΗΝ ΚΑΤΟΙΚΙΑ,ΑΓΙΟΣ ΑΘΑΝΑΣΙΟΣ,AYIOS ATHANASIOS,ATHN,49.79,17.281313,32.508687
4474769,https://www.bazaraki.com/adv/4474769_agricultural-land-8027-m2/?p=103,Agricultural Field 8027 m²,€17.000  €20.000,17000,"Nicosia, Lythrodontas",8027,other,Agricultural,2.12,34.927542185546,33.260153002373,,,32.4,steep,LEFKOSIA,LYTHRODONTAS,46,39,50,0,7961,Ζ1,ΖΩΝΗ ΠΡΟΣΤΑΣΙΑΣ,ΑΛΑΜΠΡΑ,ALAMBRA,ALAM,52.664205,52.664205,0
5425689,https://www.bazaraki.com/adv/5425689_residential-land-801-m2/?p=61,Residential Plot 801 m²,€525.000,525000,"Limassol, Mouttagiaka",801,,Residential,655.43,34.71092441986671,33.08966794660586,90,tertiary,0.5,flat,LEMESOS,"AMATHOUNTA, GERMASOGEIA",731,0,2-208-342,2,3362,Δα2,ΖΩΝΗ ΠΡΟΣΤΑΣΙΑΣ,ΓΕΡΜΑΣΟΓΕΙΑ,YERMASOYIA,YERM,47.47,10.793824,36.676176
4269155,https://www.bazaraki.com/adv/4269155_tourist-land-11920-m2/?p=93,Tourist land 11920 m²,€690.000,690000,"Larnaca, Agios Theodoros",11920,,Tourist,57.89,34.80296854746897,33.39129569903948,317,residential,1.6,flat,LARNAKA,AGIOS THEODOROS LARN,701,49,63,0,8389,Γ3,ΓΕΩΡΓΙΚΗ ΖΩΝΗ,ΚΟΦΙΝΟΥ,KOPHINOU,KOPH,46.26509,46.26509,0
4925572,https://www.bazaraki.com/adv/4925572_residential-land-14500-m2/?p=12,Residential land 14500 m²,€1.300.000,1300000,"Paphos, Koili",14500,,Residential,89.66,34.972457919239645,32.43524752639698,,,17.6,steep,PAFOS,"POLI CHRYSOCHOUS, TERA",56,35,27,0,8798,ΑΖ,ΑΝΕΥ ΖΩΝΗΣ,ΠΟΛΙΣ,POLIS,POLI,22.572338,22.572338,0
5847324,https://www.bazaraki.com/adv/5847324_commercial-land-1133-m2/?p=11,Commercial Plot 1133 m²,€5.000.000,5000000,"Nicosia, Nicosia - Ag. Antonios",1133,,Commercial,4413.06,35.1706735,33.3642234,6,residential,0.9,flat,LEFKOSIA,"LEFKOSIA, LEFKOSIA",121,21,460610,1,259,ΕΖ-εν,ΕΝΔΙΑΜΕΣΕΣ ΖΩΝΕΣ ΕΜΠΟΡΙΚΗΣ ΑΝΑΠΤΥΞΗΣ-ΠΕΡΙΤΕΙΧΙΣΜΕΝΗ ΠΟΛΗ,ΠΡΕΝΤΖΑΣ,PRENTZAS,RENO,83.99,5.652497,78.337503
4320628,https://www.bazaraki.com/adv/4320628_tourist-land-8518-m2/?p=107,Tourist Plot 8518 m²,€700.000  €900.000,700000,"Famagusta, Sotira",8518,tourist,Tourist,82.18,34.98072,33.919724,73,residential,1.8,flat,AMMOCHOSTOS,"AGIA NAPA, SOTIRA",235,0,2-283-372,11,8518,Τ2β,ΤΟΥΡΙΣΤΙΚΕΣ ΖΩΝΕΣ,ΣΩΤΗΡΑ,SOTIRA,SOTE,46.64,40.470905,6.169095
6231594,https://www.bazaraki.com/adv/6231594_residential-field-879-m2/?p=2,Residential Field 879 m²,€105.000,105000,"Nicosia, Palaiometocho",879,Η3,Residential,119.45,35.132279,33.20480320000001,27,primary,0.9,flat,LEFKOSIA,PALAIOMETOCHO,,,,,,Η3,ΚΑΤΟΙΚΙΑ,ΚΟΚΚΙΝΟΤΡΙΜΙΘΙΑ,KOKKINOTRIMITHIA,KOKK,45.368034,45.368034,0
6236951,https://www.bazaraki.com/adv/6236951_residential-field-5790-m2/?p=104,Residential Field 5790 m²,€1.790.000,1790000,"Limassol, Agios Tychon Tourist Area",5790,Η5,Residential,309.15,34.71376807954542,33.12897657154977,6,residential,7.1,moderate,LEMESOS,AGIOS TYCHON,154,0,2-211-342,2,14795,Κα10,ΠΕΡΙΟΧΕΣ ΜΕ ΕΠΙΚΡΑΤΟΥΣΑ ΧΡΗΣΗ ΤΗΝ ΚΑΤΟΙΚΙΑ,ΑΜΑΘΟΥΣ,AMATHUS,AMAT,45.57,5.194365,40.375635
5633311,https://www.bazaraki.com/adv/5633311_agricultural-land-7100-m2/?p=35,Agricultural Field 7100 m²,€275.000,275000,"Limassol, Souni",7100,Ζ,Agricultural,38.73,34.73457906760682,32.89519004523754,24,residential,6.7,moderate,LEMESOS,SOUNI-ZANAKIA,166,0,2-190-344,2,833,Η6,ΚΑΤΟΙΚΙΑ,ΕΠΙΣΚΟΠΗ,EPISKOPI,EPSK,18.35,13.845218,4.504782
5610027,https://www.bazaraki.com/adv/5610027_residential-land-579-m2/?p=36,Residential Plot 579 m²,€78.500,78500,"Nicosia, Anageia",579,Η2,Residential,135.58,35.07458265109312,33.25060375446842,31,residential,1.6,flat,LEFKOSIA,ANAGEIA,989,30,34W1,3,652,Η2,ΚΑΤΟΙΚΙΑ,ΕΡΓΑΤΕΣ,ERGATES,ERGA,56.099481,56.099481,0
4139633,https://www.bazaraki.com/adv/4139633_commercial-land-1265-m2/?p=93,Commercial land 1265 m²,€1.500.000,1500000,"Nicosia, Pera Chorio",1265,,Commercial,1185.77,35.0295472020883,33.40395683346522,215,residential,13.5,moderate,LEFKOSIA,"NOTIA L/SIA - IDALION, IDALION",483,30,64W1,8,6877,ΑΖ,ΑΝΕΥ ΖΩΝΗΣ,ΑΛΑΜΠΡΑ,ALAMBRA,ALAM,52.664205,52.664205,0
5940758,https://www.bazaraki.com/adv/5940758_agricultural-land-28430-m2/?p=86,Agricultural Field 28430 m²,€333.000,333000,"Paphos, Tsada",28430,Policy Statement,Agricultural,11.71,34.81156895577774,32.49046985059977,,,14.4,moderate,PAFOS,TSADA,171,45,53,0,5147,Γ3,ΓΕΩΡΓΙΚΗ ΖΩΝΗ,ΝΕΑ ΠΑΦΟΣ,NEW PAPHOS,NPAF,86.01,26.161838,59.848162
5922640,https://www.bazaraki.com/adv/5922640_residential-land-8362-m2/?p=45,Residential land 8362 m²,€571.200,571200,"Paphos, Pegeia",8362,,Residential,68.31,34.85947148344772,32.37438156924829,25,secondary,0.9,flat,PAFOS,"AKAMAS, PEGEIA",,,,,,Π1,ΠΑΡΑΘΕΡΙΣΤΙΚΗ ΚΑΤΟΙΚΙΑ,ΔΡΟΜΟΣ ΑΚΟΥΡΣΟΥ,AKOURSOS ROAD,AKUR,38.07,24.96924,13.10076
5520494,https://www.bazaraki.com/adv/5520494_commercial-land-5764-m2/?p=54,Commercial land 5764 m²,€11.300.000,11300000,"Nicosia, Strovolos - Archangelos",5764,,Commercial,1960.44,35.13751873238158,33.29952490208137,19,residential,1.1,flat,LEFKOSIA,"LAKATAMEIA, LAKATAMEIA",731,0,2-227-389,5,530,Κα7,ΠΕΡΙΟΧΕΣ ΜΕ ΕΠΙΚΡΑΤΟΥΣΑ ΧΡΗΣΗ ΤΗΝ ΚΑΤΟΙΚΙΑ,ΙΕΡΑΤΙΚΗ ΣΧΟΛΗ,SEMINARY,SEMI,78.1,25.825962,52.274038
6031704,https://www.bazaraki.com/adv/6031704_residential-land-500-m2/?p=39,Residential Plot 500 m²,€120.000,120000,"Limassol, Zanakia",500,Η5,Residential,240.0,34.735103761583034,32.87692744902642,79,residential,6.7,moderate,LEMESOS,SOUNI-ZANAKIA,49,0,2-188-345,5,23978,Η6,ΚΑΤΟΙΚΙΑ,ΥΨΩΝΑΣ,YPSONAS,YPSO,15.442737,15.442737,0
5572345,https://www.bazaraki.com/adv/5572345_residential-land-868-m2/?p=110,Residential Plot 868 m²,€4.000.000  €6.000.000,4000000,"Limassol, Agios Georgios(Fragk)",868,,Residential,4608.29,34.69444085748589,33.07432472705841,12,residential,1.3,flat,LEMESOS,"AMATHOUNTA, AG. ATHANASIOS",,,,,,Κα7,ΠΕΡΙΟΧΕΣ ΜΕ ΕΠΙΚΡΑΤΟΥΣΑ ΧΡΗΣΗ ΤΗΝ ΚΑΤΟΙΚΙΑ,ΑΓΙΟΣ ΑΘΑΝΑΣΙΟΣ,AYIOS ATHANASIOS,ATHN,49.79,17.281313,32.508687
4707456,https://www.bazaraki.com/adv/4707456_agricultural-land-1978-m2/?p=97,Residential Field 1978 m²,€63.750  €85.000,63750,"Paphos, Nea Dimmata",1978,,Residential,32.23,35.137808,32.527046,150,residential,14.3,moderate,PAFOS,"POLI CHRYSOCHOUS, NEA DIMMATA",74,0,2-156-389,3,1977,Η7,ΚΑΤΟΙΚΙΑ,ΠΟΛΙΣ,POLIS,POLI,22.572338,22.572338,0
