id,url,title,price,price_numeric,location,listing_area_m2,listing_zone,listing_type,cost_per_sqm,lat,lng,road_distance_m,road_type,slope_pct,slope_class,district,municipality,parcel_number,sheet,plan,block,parcel_area_m2,planning_zone,planning_zone_desc,substation_el,substation_en,substation_id,hosting_capacity_mw,res_total_mw,available_capacity_mw
6011558,https://www.bazaraki.com/adv/6011558_agricultural-land-5377-m2/?p=11,Agricultural land 5377 m²,€250.000,250000,"Limassol, Pano Kivides",5377,6%,Agricultural,46.49,34.7071843681053,32.82392828046626,,,9.4,moderate,,,,,,,,,,ΥΨΩΝΑΣ,YPSONAS,YPSO,15.442737,15.442737,0
6357966,https://www.bazaraki.com/adv/6357966_agricultural-field-5506-m2/?p=11,Agricultural Field 5506 m²,€120.000,120000,"Larnaca, Perivolia Larnakas",5506,Z1,Agricultural,21.79,34.83899747977598,33.58679851893891,212,residential,2.7,flat,,,,,,,,,,ΔΙΕΘΝΗΣ ΑΕΡΟΛΙΜΕΝΑΣ,INTERNATIONAL AIRPORT (GIS),AIRP,85.6,40.789514,44.810486
6357936,https://www.bazaraki.com/adv/6357936_residential-field-671-m2/?p=11,Residential Field 671 m²,€150.000,150000,"Paphos, Empa",671,,Residential,223.55,34.78202517581071,32.42580946856359,38,residential,6.0,moderate,,,,,,,,,,ΝΕΑ ΠΑΦΟΣ,NEW PAPHOS,NPAF,86.01,26.161838,59.848162
6357923,https://www.bazaraki.com/adv/6357923_residential-plot-2000-m2/?p=11,Residential Plot 2000 m²,€1.200.000,1200000,"Limassol, Agios Tychon",2000,,Residential,600.0,34.72413928925812,33.13434092353304,24,residential,9.0,moderate,,,,,,,,,,ΑΜΑΘΟΥΣ,AMATHUS,AMAT,45.57,5.194365,40.375635
6357924,https://www.bazaraki.com/adv/6357924_residential-field-5603-m2/?p=11,Residential Field 5603 m²,€5.000.000,5000000,"Limassol, Agios Tychon",5603,,Residential,892.38,34.72414885408013,33.13610680112541,41,tertiary,11.2,moderate,,,,,,,,,,ΑΜΑΘΟΥΣ,AMATHUS,AMAT,45.57,5.194365,40.375635
6357867,https://www.bazaraki.com/adv/6357867_residential-field-2007-m2/?p=11,Residential Field 2007 m²,€495.000,495000,"Limassol, Pyrgos Lemesou",2007,,Residential,246.64,34.7381564720606,33.18394660949708,28,residential,2.7,flat,,,,,,,,,,ΜΟΝΗ,ΜΟΝΙ,MONI,46.610694,46.610694,0
6357737,https://www.bazaraki.com/adv/6357737_share-agricultural-field-5112-m2/?p=11,(Share) Agricultural Field 5112 m²,€130.000,130000,"Larnaca, Aradippou - Apostolos Loukas",5112,,Agricultural,25.43,34.95300070224789,33.59104156494141,19,residential,2.2,flat,,,,,,,,,,ΛΑΡΝΑΚΑ,LARNACA,LARN,73.78,46.067648,27.712352
6357685,https://www.bazaraki.com/adv/6357685_agricultural-field-550-m2/?p=11,Agricultural Field 550 m²,€5.000,5000,"Limassol, Pelendri",550,Γ3,Agricultural,9.09,34.88996477829562,32.97706052356918,20,secondary,13.2,moderate,,,,,,,,,,ΚΑΡΒΟΥΝΑΣ,KARVOUNAS,KARV,17.44,2.440986,14.999014
6357611,https://www.bazaraki.com/adv/6357611_residential-field-103843-m2/?p=11,Residential Field 103843 m²,€18.500.000,18500000,"Paphos, Mandria Pafou",103843,T3γ,Residential,178.15,34.71121146699203,32.53283499168401,29,residential,1.1,flat,,,,,,,,,,ΞΕΡΟΠΟΤΑΜΟΣ,XEROPOTAMOS,XERP,17.14,17.11593,0.02407
6357546,https://www.bazaraki.com/adv/6357546_residential-plot-1338-m2/?p=11,Residential Field 1338 m²,€135.000,135000,"Paphos, Pegeia",1338,,Residential,100.9,34.86226575465655,32.36951144653677,19,residential,5.5,moderate,,,,,,,,,,ΔΡΟΜΟΣ ΑΚΟΥΡΣΟΥ,AKOURSOS ROAD,AKUR,38.07,24.96924,13.10076
6357552,https://www.bazaraki.com/adv/6357552_residential-plot-1097-m2/?p=11,Residential Plot 1097 m²,€720.000,720000,"Limassol, Limassol - Zakaki",1097,Z1,Residential,656.34,34.64807734593653,32.98371437090037,25,residential,2.7,flat,,,,,,,,,,ΠΟΛΕΜΙΔΙΑ,POLEMIDHIA 132kV,POLE,47.82,25.654125,22.165875
6134450,https://www.bazaraki.com/adv/6134450_agricultural-field-23000-m2/?p=11,Agricultural Field 23000 m²,€1.000.000,1000000,"Limassol, Monagroulli",23000,Z1,Agricultural,43.48,34.74840183178593,33.21276401968968,7,residential,7.6,moderate,,,,,,,,,,ΜΟΝΗ,ΜΟΝΙ,MONI,46.610694,46.610694,0
5813506,https://www.bazaraki.com/adv/5813506_residential-land-530-m2/?p=11,Residential Plot 549 m²,€158.000,158000,"Nicosia, Lakatameia - Agia Paraskevi",549,Residential - Ka7,Residential,287.8,35.11084032765199,33.315552658693,19,residential,1.1,flat,,,,,,,,,,ΛΑΚΑΤΑΜΙΑ,LAKATAMIA,LAKA,52.651225,52.651225,0
6349470,https://www.bazaraki.com/adv/6349470_residential-field-1203-m2/?p=11,Residential Field 1203 m²,€380.000,380000,"Limassol, Trimiklini",1203,H3,Residential,315.88,34.84644951871243,32.9142655717736,80,residential,16.6,steep,,,,,,,,,,ΝΕΑ ΤΡΙΜΙΚΛΙΝΙ,NEW-TRIMIKLINI,NTRI,25.420974,25.420974,0
6357238,https://www.bazaraki.com/adv/6357238_share-residential-field-9700-m2/?p=12,(Share) Residential Field 4850 m²,€500.000,500000,"Limassol, Pyrgos Lemesou",4850,H5,Residential,103.09,34.74877519129799,33.1854313505431,66,residential,6.6,moderate,,,,,,,,,,ΜΟΝΗ,ΜΟΝΙ,MONI,46.610694,46.610694,0
6353344,https://www.bazaraki.com/adv/6353344_residential-plot-725-m2/?p=12,Residential Plot 725 m²,€445.000,445000,"Larnaca, Larnaka - Sotiros",725,Ka4,Residential,613.79,34.92342209999998,33.61629809999999,7,tertiary,1.6,flat,,,,,,,,,,ΕΜΠΟΡΙΚΟ ΚΕΝΤΡΟ ΛΑΡΝΑΚΑΣ,COMMERCIAL CENTRE,COMM,71.14,5.88669,65.25331
4901671,https://www.bazaraki.com/adv/4901671_agricultural-land-16389-m2/?p=12,Agricultural Field 16389 m²,€180.000,180000,"Larnaca, Ora",16389,Γ3,Agricultural,10.98,34.82974045141575,33.26414204720689,,,14.8,moderate,,,,,,,,,,ΜΑΡΙ,MARI,MARI,44.24,26.43143,17.80857
5856443,https://www.bazaraki.com/adv/5856443_share-residential-land-20000-m2/?p=12,(Share) Residential land 20000 m²,€3.000.000,3000000,"Larnaca, Dekeleia",20000,pyla,Residential,150.0,35.02788786381832,33.72201919555664,,,0.5,flat,,,,,,,,,,ΔΕΚΕΛΙΑ 132kV GIS,DHEKELIA GIS 132kV,DGIS,47.46,37.337332,10.122668
6356948,https://www.bazaraki.com/adv/6356948_residential-plot-595-m2/?p=12,Residential Plot 595 m²,€365.000,365000,"Nicosia, Aglantzia",595,Κα4,Residential,613.45,35.16498948586882,33.38917644716457,12,residential,5.8,moderate,,,,,,,,,,ΕΠΑΡΧΙΑΚΟ ΓΡΑΦΕΙΟ,DISTRICT OFFICE 132kV,DOFF,84.78,4.73935,80.04065
6357091,https://www.bazaraki.com/adv/6357091_residential-plot-605-m2/?p=12,Residential Plot 605 m²,€175.000,175000,"Nicosia, Latsia - Agios Georgios",605,Ka8,Residential,289.26,35.099593563028,33.358488109971,16,residential,2.2,flat,,,,,,,,,,ΣΤΡΟΒΟΛΟΣ,STROVOLOS,STRO,70.55,28.442961,42.107039
6357097,https://www.bazaraki.com/adv/6357097_residential-plot-627-m2/?p=12,Residential Plot 627 m²,€180.000,180000,"Nicosia, Latsia - Agios Georgios",627,EX2,Residential,287.08,35.1122386,33.3671253,36,residential,1.1,flat,,,,,,,,,,ΔΑΣΟΥΠΟΛΙΣ,DHASOUPOLIS,DHAS,90.39,22.621357,67.768643
6357036,https://www.bazaraki.com/adv/6357036_residential-plot-8696-m2/?p=14,Residential Plot 8696 m²,€138.000,138000,"Larnaca, Aradippou - Apostolos Loukas",8696,,Residential,15.87,34.90892028820965,33.60719528665986,167,residential,1.8,flat,,,,,,,,,,ΛΑΡΝΑΚΑ,LARNACA,LARN,73.78,46.067648,27.712352
6357037,https://www.bazaraki.com/adv/6357037_residential-plot-669-m2/?p=14,Residential Plot 669 m²,€71.000,71000,"Larnaca, Choirokoitia",669,,Residential,106.13,34.83153722561813,33.35443553403297,79,secondary,7.6,moderate,,,,,,,,,,ΚΟΦΙΝΟΥ,KOPHINOU,KOPH,46.26509,46.26509,0
6356936,https://www.bazaraki.com/adv/6356936_industrial-field-3188-m2/?p=16,Industrial Field 3188 m²,€480.000,480000,"Paphos, Konia",3188,,Industrial,150.56,34.77584666767895,32.44465632755529,31,tertiary,2.2,flat,,,,,,,,,,ΝΕΑ ΠΑΦΟΣ,NEW PAPHOS,NPAF,86.01,26.161838,59.848162
6356875,https://www.bazaraki.com/adv/6356875_tourist-field-63000-m2/?p=16,Tourist Field 63000 m²,€13.250.000,13250000,"Paphos, Polis Chrysochous",63000,,Tourist,210.32,35.04425827927352,32.43063993278835,95,residential,2.2,flat,,,,,,,,,,ΠΟΛΙΣ,POLIS,POLI,22.572338,22.572338,0
5761575,https://www.bazaraki.com/adv/5761575_residential-land-721-m2/?p=17,Residential Plot 721 m²,€875.000,875000,"Nicosia, Agioi Omologites",721,1009,Residential,1213.59,35.1581206271248,33.35671679208634,17,residential,2.7,flat,,,,,,,,,,ΕΠΑΡΧΙΑΚΟ ΓΡΑΦΕΙΟ,DISTRICT OFFICE 132kV,DOFF,84.78,4.73935,80.04065
6356769,https://www.bazaraki.com/adv/6356769_agricultural-field-673-m2/?p=17,Agricultural Field 673 m²,€10.500,10500,"Paphos, Choulou",673,Γ3,Agricultural,15.6,34.87293999999999,32.54827900000006,,,7.1,moderate,,,,,,,,,,ΣΤΡΟΥΜΠΙ,STROUMBI,STRU,18.824508,18.824508,0
6356616,https://www.bazaraki.com/adv/6356616_residential-plot-530-m2/?p=17,Residential Plot 530 m²,€185.000,185000,"Nicosia, Agios Dometios - Agios Georgios",530,Residential - Ka4,Residential,349.06,35.175515,33.332917,50,residential,3.6,flat,,,,,,,,,,ΙΕΡΑΤΙΚΗ ΣΧΟΛΗ,SEMINARY,SEMI,78.1,25.825962,52.274038
6356676,https://www.bazaraki.com/adv/6356676_residential-plot-3011-m2/?p=17,Residential Plot 3011 m²,€100.000,100000,"Nicosia, Akaki",3011,H3,Residential,33.21,35.14055517196094,33.13378578476485,39,residential,1.6,flat,,,,,,,,,,ΟΡΟΥΝΤΑ,OROUNDA,OROU,64,53.119112,0
6356522,https://www.bazaraki.com/adv/6356522_residential-plot-3345-m2/?p=17,Residential Plot 3345 m²,€120.000,120000,"Limassol, Apsiou",3345,,Residential,35.87,34.79804647717631,33.01297565040582,162,secondary,25.7,steep,,,,,,,,,,ΥΨΩΝΑΣ,YPSONAS,YPSO,15.442737,15.442737,0
6356504,https://www.bazaraki.com/adv/6356504_agricultural-field-12342-m2/?p=17,Agricultural Field 12342 m²,€90.000,90000,"Limassol, Laneia",12342,Γ3,Agricultural,7.29,34.83208858990822,32.92867867814249,,,24.7,steep,,,,,,,,,,ΝΕΑ ΤΡΙΜΙΚΛΙΝΙ,NEW-TRIMIKLINI,NTRI,25.420974,25.420974,0
6124060,https://www.bazaraki.com/adv/6124060_agricultural-field-3876-m2/?p=18,Agricultural Field 3876 m²,€75.000,75000,"Paphos, Anarita",3876,Z1,Agricultural,19.35,34.73248067505679,32.52924280000117,227,motorway,6.0,moderate,,,,,,,,,,ΞΕΡΟΠΟΤΑΜΟΣ,XEROPOTAMOS,XERP,17.14,17.11593,0.02407
6355471,https://www.bazaraki.com/adv/6355471_commercial-plot-689-m2/?p=18,Commercial Plot 689 m²,€1.580.000,1580000,"Nicosia, Nicosia - Lykabittos",689,ΕΖ-Κ,Commercial,2293.18,35.1692408012463,33.37279845762417,31,residential,4.0,flat,,,,,,,,,,ΕΠΑΡΧΙΑΚΟ ΓΡΑΦΕΙΟ,DISTRICT OFFICE 132kV,DOFF,84.78,4.73935,80.04065
6355473,https://www.bazaraki.com/adv/6355473_commercial-plot-336-m2/?p=18,,,,,336,Εβ4,Commercial,,35.1360290400485,33.35725005958957,8,residential,1.8,flat,,,,,,,,,,ΣΤΡΟΒΟΛΟΣ,STROVOLOS,STRO,70.55,28.442961,42.107039
6356225,https://www.bazaraki.com/adv/6356225_agricultural-field-5352-m2/?p=18,Agricultural Field 5352 m²,€12.500,12500,"Nicosia, Mitsero",5352,Δ1,Agricultural,2.34,35.04211920245005,33.10581928771157,488,secondary,16.2,steep,,,,,,,,,,ΟΡΟΥΝΤΑ,OROUNDA,OROU,64,53.119112,0
6091117,https://www.bazaraki.com/adv/6091117_residential-land-7700-m2/?p=18,Residential Plot 7700 m²,€6.500.000,6500000,"Limassol, Limassol - Zakaki",7700,Κα5,Residential,844.16,34.66207794436406,32.9947239222339,90,primary,1.1,flat,,,,,,,,,,ΠΟΛΕΜΙΔΙΑ,POLEMIDHIA 132kV,POLE,47.82,25.654125,22.165875
6356016,https://www.bazaraki.com/adv/6356016_agricultural-field-2676-m2/?p=18,Agricultural Field 2676 m²,€38.000,38000,"Paphos, Giolou",2676,Γ3,Agricultural,14.2,34.9182561319822,32.47327050000175,189,primary,12.6,moderate,,,,,,,,,,ΣΤΡΟΥΜΠΙ,STROUMBI,STRU,18.824508,18.824508,0
5404785,https://www.bazaraki.com/adv/5404785_residential-land-10000-m2/?p=18,Residential Field 10000 m²,€750.000,750000,"Larnaca, Zygi",10000,,Residential,75.0,34.73481,33.342621,145,residential,0.0,flat,,,,,,,,,,ΜΑΡΙ,MARI,MARI,44.24,26.43143,17.80857
6355918,https://www.bazaraki.com/adv/6355918_residential-field-690-m2/?p=18,Residential Field 669 m²,€69.000,69000,"Larnaca, Tochni",669,H2,Residential,103.14,34.77833050177475,33.32111389999855,20,residential,6.6,moderate,,,,,,,,,,ΜΑΡΙ,MARI,MARI,44.24,26.43143,17.80857
6355858,https://www.bazaraki.com/adv/6355858_share-residential-plot-786-m2/?p=18,(Share) Residential Plot 786 m²,€320.000,320000,"Famagusta, Paralimni",786,,Residential,407.12,35.03776808447248,33.98247291922499,19,secondary,1.8,flat,,,,,,,,,,ΜΕΛΙΖΟΝΑ,MELIZONA,MELI,45.6,9.868421,35.731579
6355447,https://www.bazaraki.com/adv/6355447_residential-field-5400-m2/?p=18,Residential Field 5400 m²,€230.000,230000,"Limassol, Agios Tychon",5400,,Residential,42.59,34.73482710306412,33.14210779312097,292,residential,11.7,moderate,,,,,,,,,,ΜΟΝΗ,ΜΟΝΙ,MONI,46.610694,46.610694,0
6355462,https://www.bazaraki.com/adv/6355462_share-residential-field-2649-m2/?p=19,Residential Field 2649 m²,€227.000,227000,"Limassol, Panthea",2649,,Residential,85.69,34.72646192509004,33.03683745719698,59,residential,15.9,steep,,,,,,,,,,ΑΓΙΑ ΦΥΛΑ,AY.PHYLA,AYPH,66.32,22.600093,43.719907
5741999,https://www.bazaraki.com/adv/5741999_residential-land-579-m2/?p=19,Residential Plot 579 m²,€200.000,200000,"Nicosia, Lakatameia - Agios Nikolaos",579,Ka7,Residential,345.42,35.107761,33.308696,16,residential,1.8,flat,,,,,,,,,,ΛΑΚΑΤΑΜΙΑ,LAKATAMIA,LAKA,52.651225,52.651225,0
6355370,https://www.bazaraki.com/adv/6355370_residential-plot-534-m2/?p=19,Residential Plot 534 m²,€770.000,770000,"Limassol, Kato Polemidia",534,,Residential,1441.95,34.68616445822516,33.02060420000043,20,residential,1.6,flat,,,,,,,,,,ΟΜΟΝΟΙΑ,OMONIA,OMON,48.85,9.892783,38.957217
6355322,https://www.bazaraki.com/adv/6355322_residential-plot-821-m2/?p=19,Residential Plot 821 m²,€750.000,750000,"Limassol, Agios Tychon",821,Kα10,Residential,913.52,34.71236439030118,33.12009351585274,12,residential,7.2,moderate,,,,,,,,,,ΑΜΑΘΟΥΣ,AMATHUS,AMAT,45.57,5.194365,40.375635
6233367,https://www.bazaraki.com/adv/6233367_residential-plot-522-m2/?p=20,Residential Plot 522 m²,€750.000,750000,"Paphos, Paphos - Kato Paphos",522,,Residential,1436.78,34.76883247054929,32.41859436035156,51,secondary,2.2,flat,,,,,,,,,,ΧΑΤΖΗΠΑΣΧΑΛΗΣ,HADJIPA SCHALIS,HADJ,88.56,13.056824,75.503176
6355304,https://www.bazaraki.com/adv/6355304_agricultural-field-3363-m2/?p=20,Agricultural Field 3363 m²,€15.000,15000,"Paphos, Psathi",3363,,Agricultural,4.46,34.89631410658072,32.53193450000205,150,residential,15.7,steep,,,,,,,,,,ΣΤΡΟΥΜΠΙ,STROUMBI,STRU,18.824508,18.824508,0
5816954,https://www.bazaraki.com/adv/5816954_agricultural-land-7024-m2/?p=20,Agricultural Field 7024 m²,€17.000  €21.000,17000,"Limassol, Pissouri",7024,Γ3,Agricultural,2.42,34.66692476378754,32.66986973583698,413,primary,34.6,steep,,,,,,,,,,ΠΙΣΣΟΥΡΙ,PISSOURI,PISS,23.193115,23.193115,0
6355163,https://www.bazaraki.com/adv/6355163_commercial-plot-563-m2/?p=20,Commercial Plot 563 m²,€680.000,680000,"Nicosia, Palouriotissa",563,EB2,Commercial,1207.82,35.17630969044184,33.37749970530965,19,residential,2.7,flat,,,,,,,,,,ΕΠΑΡΧΙΑΚΟ ΓΡΑΦΕΙΟ,DISTRICT OFFICE 132kV,DOFF,84.78,4.73935,80.04065
6355109,https://www.bazaraki.com/adv/6355109_residential-plot-384-m2/?p=20,Residential Plot 384 m²,€239.000,239000,"Nicosia, Aglantzia",384,Ka4 [100%],Residential,622.4,35.15665987804314,33.38561350000167,6,residential,4.5,flat,,,,,,,,,,ΠΑΠΑΚΩΣΤΑΣ,PAPACOSTAS,PAPA,69.28,13.902849,55.377151
6355002,https://www.bazaraki.com/adv/6355002_agricultural-field-2007-m2/?p=20,Agricultural Field 2007 m²,€99.000,99000,"Paphos, Pegeia",2007,,Agricultural,49.33,34.86177941729524,32.37401647684103,67,residential,3.1,flat,,,,,,,,,,ΔΡΟΜΟΣ ΑΚΟΥΡΣΟΥ,AKOURSOS ROAD,AKUR,38.07,24.96924,13.10076
6354916,https://www.bazaraki.com/adv/6354916_residential-plot-585-m2/?p=20,Residential Plot 585 m²,€95.000,95000,"Nicosia, Tseri",585,yes,Residential,162.39,35.07271701786368,33.32470893859863,20,residential,3.3,flat,,,,,,,,,,ΛΑΤΣΙΑ,LATSIA,LATS,73.836782,73.836782,0
4224333,https://www.bazaraki.com/adv/4224333_residential-land-530-m2/?p=20,Residential land 553 m²,€92.000  €110.000,92000,"Nicosia, Tseri",553,,Residential,166.37,35.07115235780874,33.32054494649728,47,residential,1.6,flat,,,,,,,,,,ΛΑΚΑΤΑΜΙΑ,LAKATAMIA,LAKA,52.651225,52.651225,0
6354710,https://www.bazaraki.com/adv/6354710_residential-plot-939-m2/?p=20,Residential Plot 939 m²,€215.000,215000,"Limassol, Moni",939,,Residential,228.97,34.73787622594012,33.20839490794177,23,secondary,6.6,moderate,,,,,,,,,,ΜΟΝΗ,ΜΟΝΙ,MONI,46.610694,46.610694,0
6354551,https://www.bazaraki.com/adv/6354551_agricultural-field-1784-m2/?p=20,Agricultural Field 1784 m²,€40.000,40000,"Limassol, Agridia",1784,,Agricultural,22.42,34.92895549376711,32.99447536468506,8,tertiary,22.9,steep,,,,,,,,,,ΚΑΡΒΟΥΝΑΣ,KARVOUNAS,KARV,17.44,2.440986,14.999014
5921075,https://www.bazaraki.com/adv/5921075_agricultural-land-3500-m2/?p=21,Agricultural Field 3512 m²,€45.000  €60.000,45000,"Limassol, Trimiklini",3512,,Agricultural,12.81,34.84585203772296,32.91657999157906,94,residential,7.6,moderate,,,,,,,,,,ΝΕΑ ΤΡΙΜΙΚΛΙΝΙ,NEW-TRIMIKLINI,NTRI,25.420974,25.420974,0
6213571,https://www.bazaraki.com/adv/6213571_residential-plot-565-m2/?p=21,Residential Plot 565 m²,€147.000,147000,"Nicosia, Lakatameia - Archangelos-Anthoupoli",565,Kα7,Residential,260.18,35.098943,33.29072210000001,19,residential,3.3,flat,,,,,,,,,,ΛΑΚΑΤΑΜΙΑ,LAKATAMIA,LAKA,52.651225,52.651225,0
6011261,https://www.bazaraki.com/adv/6011261_residential-land-1400-m2/?p=21,Residential land 1400 m²,€1.200.000,1200000,"Limassol, Agios Tychon",1400,H4,Residential,857.14,34.72626234844189,33.15335978135579,284,residential,8.5,moderate,,,,,,,,,,ΑΜΑΘΟΥΣ,AMATHUS,AMAT,45.57,5.194365,40.375635
6354139,https://www.bazaraki.com/adv/6354139_share-agricultural-field-7219-m2/?p=21,(Share) Agricultural Field 7219 m²,€70.000,70000,"Paphos, Kelokedara",7219,,Agricultural,9.7,34.81211206778417,32.65308380126952,8,residential,11.2,moderate,,,,,,,,,,ΑΝΑΤΟΛΙΚΟ,ANATOLIKO 66KV,ANAT,23.193488,23.193488,0
6293759,https://www.bazaraki.com/adv/6293759_agricultural-field-4543-m2/?p=21,Agricultural Field 4543 m²,€60.000,60000,"Nicosia, Tseri",4543,,Agricultural,13.21,35.07174925353802,33.32340428915789,16,residential,1.3,flat,,,,,,,,,,ΛΑΚΑΤΑΜΙΑ,LAKATAMIA,LAKA,52.651225,52.651225,0
6293765,https://www.bazaraki.com/adv/6293765_agricultural-field-5788-m2/?p=21,Agricultural Field 5788 m²,€78.000,78000,"Nicosia, Tseri",5788,,Agricultural,13.48,35.07524546671096,33.33129218643434,23,residential,2.7,flat,,,,,,,,,,ΛΑΤΣΙΑ,LATSIA,LATS,73.836782,73.836782,0
6354164,https://www.bazaraki.com/adv/6354164_agricultural-field-3233-m2/?p=21,Agricultural Field 3233 m²,€62.000,62000,"Nicosia, Mathiatis",3233,,Agricultural,19.18,34.96804573816094,33.34026427394277,86,secondary,2.2,flat,,,,,,,,,,ΑΛΑΜΠΡΑ,ALAMBRA,ALAM,52.664205,52.664205,0
6045604,https://www.bazaraki.com/adv/6045604_agricultural-land-5500-m2/?p=22,Agricultural Field 5500 m²,€45.000,45000,"Larnaca, Lefkara Kato",5500,,Agricultural,8.18,34.84521900000002,33.3297,62,secondary,7.7,moderate,,,,,,,,,,ΜΑΡΙ,MARI,MARI,44.24,26.43143,17.80857
6354056,https://www.bazaraki.com/adv/6354056_agricultural-field-12700-m2/?p=22,Agricultural Field 12700 m²,€55.000,55000,"Larnaca, Tochni",12700,,Agricultural,4.33,34.789959,33.319469,,,20.3,steep,,,,,,,,,,ΜΑΡΙ,MARI,MARI,44.24,26.43143,17.80857
6353956,https://www.bazaraki.com/adv/6353956_residential-plot-4683-m2/?p=22,Residential Plot 4683 m²,€750.000,750000,"Paphos, Tala",4683,,Residential,160.15,34.833243,32.425251,27,tertiary,7.6,moderate,,,,,,,,,,ΔΡΟΜΟΣ ΑΚΟΥΡΣΟΥ,AKOURSOS ROAD,AKUR,38.07,24.96924,13.10076
6353929,https://www.bazaraki.com/adv/6353929_residential-plot-1017-m2/?p=22,Residential Plot 1017 m²,€165.000,165000,"Limassol, Monagroulli",1017,,Residential,162.24,34.75018391443993,33.219096003572204,126,secondary,1.8,flat,,,,,,,,,,ΜΟΝΗ,ΜΟΝΙ,MONI,46.610694,46.610694,0
6353913,https://www.bazaraki.com/adv/6353913_agricultural-field-5124-m2/?p=22,Agricultural Field 5124 m²,€48.000,48000,"Limassol, Pachna",5124,γ3,Agricultural,9.37,34.75717511894382,32.75492809821995,275,tertiary,9.3,moderate,,,,,,,,,,ΠΙΣΣΟΥΡΙ,PISSOURI,PISS,23.193115,23.193115,0
6353914,https://www.bazaraki.com/adv/6353914_residential-plot-548-m2/?p=22,Residential Plot 548 m²,€55.000,55000,"Limassol, Agros",548,Η6,Residential,100.36,34.91542033339172,33.02698009999837,27,primary,21.4,steep,,,,,,,,,,ΚΑΡΒΟΥΝΑΣ,KARVOUNAS,KARV,17.44,2.440986,14.999014
6071116,https://www.bazaraki.com/adv/6071116_residential-land-704-m2/?p=22,Residential Plot 704 m²,€109.000,109000,"Nicosia, Kato Pyrgos",704,80%,Residential,154.83,35.18110449731532,32.68484115600586,50,tertiary,2.7,flat,,,,,,,,,,ΠΟΛΙΣ,POLIS,POLI,22.572338,22.572338,0
6353705,https://www.bazaraki.com/adv/6353705_residential-plot-614-m2/?p=22,Residential Plot 614 m²,€630.000,630000,"Nicosia, Strovolos - Acropolis",614,Εβ4,Residential,1026.06,35.13784298197587,33.34141547354142,11,residential,1.3,flat,,,,,,,,,,ΣΤΡΟΒΟΛΟΣ,STROVOLOS,STRO,70.55,28.442961,42.107039
6353706,https://www.bazaraki.com/adv/6353706_residential-plot-666-m2/?p=22,Residential Plot 666 m²,€1.100.000,1100000,"Limassol, Limassol - Apostolos Andreas",666,Εβ5,Residential,1651.65,34.68291458917042,33.01928254898201,8,secondary,2.2,flat,,,,,,,,,,ΟΜΟΝΟΙΑ,OMONIA,OMON,48.85,9.892783,38.957217
6353547,https://www.bazaraki.com/adv/6353547_residential-field-1561-m2/?p=22,Residential Field 1561 m²,€630.000,630000,"Limassol, Kato Polemidia",1561,,Residential,403.59,34.69138162769,33.00774823634104,47,residential,2.2,flat,,,,,,,,,,ΠΟΛΕΜΙΔΙΑ,POLEMIDHIA 132kV,POLE,47.82,25.654125,22.165875
6353494,https://www.bazaraki.com/adv/6353494_agricultural-field-5686-m2/?p=22,Agricultural Field 5686 m²,€17.000,17000,"Nicosia, Kato Moni",5686,Γ3,Agricultural,2.99,35.06031166347965,33.09287514712179,22,residential,15.3,steep,,,,,,,,,,ΟΡΟΥΝΤΑ,OROUNDA,OROU,64,53.119112,0
6353381,https://www.bazaraki.com/adv/6353381_residential-field-8279-m2/?p=22,Residential Field 8279 m²,€185.000,185000,"Nicosia, Spilia - Agios Antonios",8279,"Π1, Ζ1",Residential,22.35,34.96564491350301,32.9529333114624,89,tertiary,21.4,steep,,,,,,,,,,ΚΑΡΒΟΥΝΑΣ,KARVOUNAS,KARV,17.44,2.440986,14.999014
6353446,https://www.bazaraki.com/adv/6353446_residential-plot-4608-m2/?p=22,Residential Plot 4608 m²,€65.000,65000,"Nicosia, Kato Moni",4608,Η2,Residential,14.11,35.07549159071357,33.0923524000012,58,secondary,15.9,steep,,,,,,,,,,ΟΡΟΥΝΤΑ,OROUNDA,OROU,64,53.119112,0
6204388,https://www.bazaraki.com/adv/6204388_residential-field-16063-m2/?p=22,Residential Field 16063 m²,€1.900.000,1900000,"Paphos, Argaka",16063,,Residential,118.28,35.08070884776869,32.48629938797864,122,secondary,3.1,flat,,,,,,,,,,ΠΟΛΙΣ,POLIS,POLI,22.572338,22.572338,0
6227767,https://www.bazaraki.com/adv/6227767_residential-field-730-m2/?p=22,Residential Field 730 m²,€170.000,170000,"Paphos, Polis Chrysochous",730,,Residential,232.88,35.03303779194222,32.42285973422967,10,residential,3.6,flat,,,,,,,,,,ΠΟΛΙΣ,POLIS,POLI,22.572338,22.572338,0
6287303,https://www.bazaraki.com/adv/6287303_residential-plot-251-m2/?p=23,Residential Plot 251 m²,€125.000  €135.000,125000,"Nicosia, Strovolos - Agios Vasileios",251,Ka6,Residential,498.01,35.1228298675933,33.33801742968376,10,residential,1.6,flat,,,,,,,,,,ΣΤΡΟΒΟΛΟΣ,STROVOLOS,STRO,70.55,28.442961,42.107039
6353284,https://www.bazaraki.com/adv/6353284_residential-plot-360-m2/?p=23,Residential Plot 360 m²,€160.000,160000,"Nicosia, Strovolos - Agios Vasileios",360,Kα6,Residential,444.44,35.11806624771364,33.33029391481608,34,residential,2.2,flat,,,,,,,,,,ΣΤΡΟΒΟΛΟΣ,STROVOLOS,STRO,70.55,28.442961,42.107039
